safer||[sєf; sєif]|||This medicine is not ~ for children.<br>这种药对小孩不安全 
mollusk||[`mɑləsk; ˋmɒləsk]|||mol.lusk<br>[`mɑləsk; ˋmɒləsk]<br>名词<br>亦作 mollusc<br>软体动物<br> moll = soft <- mill 磨
demolish|[sound:bb1c79785e8968c05173512ba43098c8.mp3]|/dɪ'mɑlɪʃ/|<img src="8537fa9cba4b8f11ed441e5ec8542df5.jpg"></img>|They want to <b>demolish</b> our buildings!  No way！|v. 拆毁(建筑物等),毁坏,推翻，消灭<br> moll = soft <- mill 磨
enervate|[sound:6a8718fee4b1b0f3d39a34dc7cb9314d.mp3]|/'enərveɪt/|<img src="048566cdba08dec9c62f420cca6787e5.jpg"></img>|Computer work <b>enervate</b>d him: he wished he could do construction instead.|v. 使虚弱；使无力<br>e- out,off<br>nerv = nerve 神经<br>-ate v.
debilitate|[sound:e35c770999a2a396048737a64fa31946.mp3]|/dɪˈbɪlɪteɪt/|<img src="1d4367bc2ce3c4d3850707e074c7b3d4.jpg"></img>|This doctor's long shifts and irregular hours are starting to <b>debilitate</b> her.|v. 使衰弱<br>de- <br>bilit = ability
feeble|[sound:fcf43c94a6a16e2d67a74638ad99d86b.mp3]|/ˈfiːbl/|<img src="95ac35c9a02dd62f462a0c158057ff3a.jpg"></img>|He pretends he's strong, but he's actually very <b>feeble</b>.|adj. 虚弱的，衰弱的，无力的 <br> feel 感觉
enfeeble||[In`fibl; inˋfi:bl]|||en.fee.ble<br>[In`fibl; inˋfi:bl]<br>及物动词<br>使 衰弱 (weaken)<br>He is ~d by illness [age].<br>他因疾病 [年老] 而身心衰弱<br>en- <br>feeble虚弱的
ensue|[sound:d245f44c0510a803f0bd7e2e491a1d83.mp3]|/ɪnˈsuː/|<img src="76914f9ca0fcc3143959358fbc40de69.jpg"></img>|Havoc <b>ensue</b>d after the storm.|v. 跟着发生，接踵而来；因而产生
sue|[sound:1901bb2e2c6636709966182e707762a0.mp3]|/suː/|<img src="b5fef87366258b4373860ba7083ce0f4.jpg"></img>|The lawyer <b>sue</b>d the woman for her unfaithful behavior.    |vi. 控告, 提起诉讼;  vt. 控告；起诉
hue|[sound:79893b9d9f097aa4cf8f9877f2d2656a.mp3]|/hjuː/|<img src="7a498e72243cfb3198662faa0490008b.jpg"></img>|In his paintings, he used paints of every <b>hue</b>.|n. 色彩；色度；叫声
cue|[sound:292f480c22a5d46bee7d3b407ce2fc6f.mp3]|/kjuː/|<img src="eaf5bee3872ad83dfc6117a079520444.jpg"></img>|In pool, you hit the ball with the <b>cue</b>.|n. 提示；刺激；球杆vt. 给…提示
rue|[sound:02868f547cdc7ccd87e5506d6584f5b9.mp3]|/ruː/|<img src="cd8bda2b558ba5b72bf52e2543a5c1e3.jpg"></img>|The businessman <b>rue</b>s his mistakes.|v. 后悔，遗憾
